transaction_id,card_number,timestamp,merchant_category,merchant_type,merchant,amount,currency,country,city,city_size,card_type,card_present,device,channel,device_fingerprint,ip_address,distance_from_home,high_risk_merchant,transaction_hour,weekend_transaction,velocity_last_hour,is_fraud,user_id,account_number
TX_cbb9d4cd,4555222233334444,2024-09-30 03:45:59.726564+00:00,Education,online,Coursera,29451.3,JPY,Japan,Unknown City,medium,Basic Credit,False,Safari,web,4546c6c97ca5f8c7b8ed341c20f1e982,205.222.164.54,0,False,3,False,"{'num_transactions': 700, 'total_amount': 40446518.51629297, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3343155.0803856165}",False,U004,3000000001
TX_e27cd2a0,4555222233334444,2024-09-30 02:19:12.729384+00:00,Education,online,MasterClass,29384.05,JPY,Japan,Unknown City,medium,Basic Debit,False,iOS App,mobile,470b89edb8c5eb015a93cac7afb5bf20,114.73.202.138,0,False,2,False,"{'num_transactions': 1145, 'total_amount': 49966383.616712645, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2734957.028402997}",False,U004,3000000001
TX_996035a0,4111222233334442,2024-09-30 05:00:18.654252+00:00,Gas,major,Shell,1385.09,NGN,Nigeria,Unknown City,medium,Basic Debit,False,Firefox,web,6b2b6db2f452438199c8813190b471d9,133.30.152.96,1,False,5,False,"{'num_transactions': 1188, 'total_amount': 26613903.300983585, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1870982.7393682827}",True,U002,1000000002
TX_77743a73,4111222233334441,2024-09-30 05:15:59.131021+00:00,Restaurant,premium,Capital Grille,1427.93,BRL,Brazil,Unknown City,medium,Basic Debit,False,Android App,mobile,862afda37cb40d34b1c2a979cd60b616,14.44.118.118,1,False,5,False,"{'num_transactions': 1469, 'total_amount': 76372194.86669163, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2910220.530003415}",False,U001,1000000001
TX_2a4df457,6011222233334445,2024-09-30 01:16:15.445133+00:00,Grocery,online,FreshDirect,1537.49,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Android App,mobile,c05bb9b9b033ad9cd083b14793b3d86b,73.209.247.94,1,False,1,False,"{'num_transactions': 893, 'total_amount': 42560135.71853037, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1402229.5661113318}",True,U005,1000000003
TX_ebd089a6,6011222233334445,2024-09-30 01:52:37.637821+00:00,Restaurant,premium,Ruth's Chris,26485.22,MXN,Mexico,Unknown City,medium,Platinum Credit,True,NFC Payment,pos,00493152b16f6bda826ba9f0db6e378a,45.165.2.21,1,False,1,False,"{'num_transactions': 1052, 'total_amount': 31791949.40219949, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4862096.773520181}",True,U005,1000000003
TX_ba313d05,4555222233334444,2024-09-30 01:51:02.927964+00:00,Healthcare,pharmacy,Walgreens,64868.12,JPY,Japan,Unknown City,medium,Basic Credit,True,NFC Payment,pos,4c86fa89bc3c77b387751c849414bda6,202.163.177.227,1,False,1,False,"{'num_transactions': 1211, 'total_amount': 27341268.378513232, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1806902.8243326775}",True,U004,3000000001
TX_c84aee45,4111222233334442,2024-09-30 02:38:36.275439+00:00,Education,online,Coursera,72223.9,RUB,Russia,Unknown City,medium,Basic Credit,False,Chrome,web,6ba985813882c6815bf84dc781e73e90,111.203.3.90,1,False,2,False,"{'num_transactions': 1454, 'total_amount': 41469671.85838214, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4566855.064933624}",True,U002,1000000002
TX_b0de7106,5111222233334443,2024-09-30 00:16:43.642194+00:00,Healthcare,pharmacy,DuaneReade,3504.65,MXN,Mexico,Unknown City,medium,Basic Credit,False,Edge,web,27659f635999ac156a13c5fc77707483,82.231.234.198,0,False,0,False,"{'num_transactions': 1427, 'total_amount': 38376140.88502165, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1861931.3391719728}",False,U003,2000000001
TX_e0704a81,5111222233334443,2024-09-30 03:26:13.994333+00:00,Healthcare,pharmacy,Rite Aid,175675.26,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Edge,web,c2d9f35033b84e98ea06789b8f006661,247.17.24.166,1,False,3,False,"{'num_transactions': 1001, 'total_amount': 28720470.42725545, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1582161.1010812626}",False,U003,2000000001
TX_bb0bb62c,4111222233334441,2024-09-30 01:06:55.983174+00:00,Retail,physical,Walmart,841.97,EUR,Germany,Unknown City,medium,Basic Credit,False,Android App,mobile,d3629bf3ff870eef6976bbff84f87560,1.224.47.250,1,False,1,False,"{'num_transactions': 976, 'total_amount': 20655276.27046492, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1797183.7211057425}",True,U001,1000000001
TX_0fd29c32,4111222233334442,2024-09-30 04:37:48.546822+00:00,Gas,local,Truck Stop,253.92,GBP,UK,Unknown City,medium,Premium Debit,False,iOS App,mobile,acd61b1b7ddc28bce9101a1e925e9c67,177.177.108.212,0,False,4,False,"{'num_transactions': 221, 'total_amount': 5151656.234322365, 'unique_merchants': 92, 'unique_countries': 12, 'max_single_amount': 778261.7042135928}",False,U002,1000000002
TX_74ed7b0e,4555222233334444,2024-09-30 04:33:47.013517+00:00,Travel,transport,Careem,125.38,EUR,France,Unknown City,medium,Basic Debit,True,Chip Reader,pos,1234b97d9641faf743a80fd7ece3d6f5,97.195.26.121,1,True,4,False,"{'num_transactions': 523, 'total_amount': 43022359.38255419, 'unique_merchants': 100, 'unique_countries': 12, 'max_single_amount': 1005570.8128787741}",True,U004,3000000001
TX_7a6c1dd1,4111222233334442,2024-09-30 05:20:03.156456+00:00,Retail,online,eBay,6056.6,BRL,Brazil,Unknown City,medium,Platinum Credit,False,Chrome,web,ca2deda86657c49ccf83b6e9d4ebea9a,84.225.122.102,0,False,5,False,"{'num_transactions': 962, 'total_amount': 31833053.770280674, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2679148.6378983445}",False,U002,1000000002
TX_03898e66,5111222233334443,2024-09-30 03:41:47.821564+00:00,Entertainment,gaming,Xbox Live,325.11,RUB,Russia,Unknown City,medium,Basic Credit,False,Android App,mobile,cba985e15cce644342b8653a9e14ef72,134.206.89.202,1,True,3,False,"{'num_transactions': 671, 'total_amount': 12964775.10918999, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1069166.3984810447}",True,U003,2000000001
TX_14fa385a,5111222233334443,2024-09-30 03:45:35.112832+00:00,Retail,online,Etsy,11335.79,BRL,Brazil,Unknown City,medium,Gold Credit,False,Chrome,web,2e7689d617907e39b94c0cc386c56372,5.168.120.189,0,False,3,False,"{'num_transactions': 460, 'total_amount': 14529997.287395079, 'unique_merchants': 101, 'unique_countries': 12, 'max_single_amount': 1260961.134932711}",True,U003,2000000001
TX_ecf87066,4111222233334441,2024-09-30 02:58:29.075386+00:00,Education,online,MasterClass,1523.92,NGN,Nigeria,Unknown City,medium,Premium Debit,False,Edge,web,44e17d6cf8e6be7ef37f5bf38baa2964,182.179.15.71,1,False,2,False,"{'num_transactions': 450, 'total_amount': 11997272.748924188, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 2731289.011571893}",True,U001,1000000001
TX_96b4d03c,4555222233334444,2024-09-30 02:56:06.821258+00:00,Grocery,physical,Whole Foods,92910.19,NGN,Nigeria,Unknown City,medium,Basic Debit,False,Chrome,web,13c63ec7828808e6d89ffa1c3b33d0d1,94.137.76.119,0,False,2,False,"{'num_transactions': 609, 'total_amount': 78955460.72160141, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 2004999.7853290348}",False,U004,3000000001
TX_a723b15b,4555222233334444,2024-09-30 05:42:35.563915+00:00,Travel,airlines,American Airlines,2036.73,CAD,Canada,Unknown City,medium,Platinum Credit,False,Safari,web,c22a42d58e5540cc99c4f29c77181466,89.15.213.18,0,True,5,False,"{'num_transactions': 846, 'total_amount': 30029475.370823152, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4051413.6666989545}",False,U004,3000000001
TX_8e7cc598,6011222233334445,2024-09-30 04:18:38.229904+00:00,Education,online,Skillshare,9925.25,MXN,Mexico,Unknown City,medium,Basic Debit,False,iOS App,mobile,8db0590e6b15ad37c4343f48f9a2a439,71.33.47.227,1,False,4,False,"{'num_transactions': 1825, 'total_amount': 40702545.20551691, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1804669.207045027}",False,U005,1000000003
TX_3cf7bbe1,6011222233334445,2024-09-30 01:01:20.867797+00:00,Gas,major,Texaco,253.49,GBP,UK,Unknown City,medium,Basic Debit,False,Edge,web,f28e6f2a8349f0b0b519ee1f00c7505c,25.203.59.144,0,False,1,False,"{'num_transactions': 582, 'total_amount': 15055619.16116297, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1196076.8520905664}",False,U005,1000000003
TX_6b187c1b,4111222233334442,2024-09-30 06:11:16.415395+00:00,Travel,transport,Hertz,216.53,USD,USA,Los Angeles,large,Basic Credit,False,iOS App,mobile,1315025ca7f2d35fc119da1efd24c6b1,130.75.85.22,0,True,6,False,"{'num_transactions': 1550, 'total_amount': 51608892.111955516, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4842626.904806969}",False,U002,1000000002
TX_ebff145b,5111222233334443,2024-09-30 05:35:16.597930+00:00,Gas,major,BP,192842.86,NGN,Nigeria,Unknown City,medium,Premium Debit,False,iOS App,mobile,36aa0bceaeeedf3587fa75c766d3d846,50.16.113.113,0,False,5,False,"{'num_transactions': 160, 'total_amount': 22938968.00779743, 'unique_merchants': 78, 'unique_countries': 11, 'max_single_amount': 794413.434890952}",False,U003,2000000001
TX_bc25f919,4111222233334442,2024-09-30 04:49:25.337616+00:00,Entertainment,gaming,PlayStation Store,2837.4,BRL,Brazil,Unknown City,medium,Basic Debit,False,Safari,web,47a78a24586745ed036d9e73f1035c36,118.116.61.140,1,True,4,False,"{'num_transactions': 1827, 'total_amount': 87649524.05779643, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2065585.6041203127}",True,U002,1000000002
TX_29c65447,4555222233334444,2024-09-30 05:57:46.132382+00:00,Grocery,physical,Safeway,104.46,EUR,France,Unknown City,medium,Basic Debit,False,Chrome,web,88280a747486d6688f25830cc3204d92,79.15.185.224,1,False,5,False,"{'num_transactions': 1634, 'total_amount': 42228426.438654855, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2665510.576025376}",False,U004,3000000001
TX_1d33dc01,5111222233334443,2024-09-30 00:33:55.294053+00:00,Restaurant,fast_food,Burger King,6986.96,RUB,Russia,Unknown City,medium,Basic Debit,False,Firefox,web,492dfb6f4b642fc61ca8f688b2389e19,245.208.255.166,1,False,0,False,"{'num_transactions': 1318, 'total_amount': 22331992.744483832, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 908730.531599706}",True,U003,2000000001
TX_7026c63a,4111222233334442,2024-09-30 01:55:22.927360+00:00,Healthcare,medical,Lab Corp,790.86,GBP,UK,Unknown City,medium,Basic Credit,True,Magnetic Stripe,pos,a425d85a482319db1d43631429a83029,136.65.225.2,1,False,1,False,"{'num_transactions': 737, 'total_amount': 15157702.537148276, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1120381.4853597363}",True,U002,1000000002
TX_dcc96b8b,5111222233334443,2024-09-30 02:32:30.579088+00:00,Restaurant,premium,Morton's,40352.15,MXN,Mexico,Unknown City,medium,Basic Debit,True,Magnetic Stripe,pos,3ec3c7de963ef6cf86711bc3418ee709,238.54.187.8,1,False,2,False,"{'num_transactions': 2069, 'total_amount': 53900913.849078216, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1373975.9091204957}",True,U003,2000000001
TX_ee1ff533,4111222233334441,2024-09-30 02:01:23.432307+00:00,Education,online,Coursera,585368.68,NGN,Nigeria,Unknown City,medium,Platinum Credit,True,Chip Reader,pos,855fb73a7ae7011f623f101e5ecd6801,141.109.156.119,1,False,2,False,"{'num_transactions': 1329, 'total_amount': 47415145.48753368, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4630123.572537993}",True,U001,1000000001
TX_0db6bbb7,4555222233334444,2024-09-30 02:08:09.346132+00:00,Entertainment,gaming,Epic Games,194.75,AUD,Australia,Unknown City,medium,Basic Credit,False,iOS App,mobile,2dc70192ae8bc0dcc41c12651a279371,101.140.12.2,0,True,2,False,"{'num_transactions': 1104, 'total_amount': 28171148.40384514, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1453315.6706854457}",False,U004,3000000001
TX_07276212,6011222233334445,2024-09-30 00:30:00.851699+00:00,Entertainment,streaming,Disney+,1184.11,BRL,Brazil,Unknown City,medium,Basic Credit,False,iOS App,mobile,c6cc3c269a382e16f1743804711665cc,26.39.20.232,1,True,0,False,"{'num_transactions': 44, 'total_amount': 908507.2135820473, 'unique_merchants': 33, 'unique_countries': 9, 'max_single_amount': 628586.7077630626}",True,U005,1000000003
TX_2109e1fe,5111222233334443,2024-09-30 01:15:18.945982+00:00,Restaurant,fast_food,McDonald's,3.73,MXN,Mexico,Unknown City,medium,Basic Debit,False,Edge,web,851a90512277c4ebe34b352b904a1e89,204.47.251.38,1,False,1,False,"{'num_transactions': 768, 'total_amount': 19770082.022718243, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1830611.6521828084}",True,U003,2000000001
TX_3f80cd99,4555222233334444,2024-09-30 02:35:04.330591+00:00,Retail,online,eBay,987.97,EUR,France,Unknown City,medium,Platinum Credit,False,Safari,web,527ac88448c6a0caf38dec7a8408c284,155.70.162.129,0,False,2,False,"{'num_transactions': 328, 'total_amount': 8895110.879824564, 'unique_merchants': 102, 'unique_countries': 12, 'max_single_amount': 815659.6656570907}",False,U004,3000000001
TX_0fb24987,5111222233334443,2024-09-30 04:50:23.180198+00:00,Education,online,Coursera,385.28,AUD,Australia,Unknown City,medium,Basic Debit,False,Firefox,web,484dbfc7e122692849048cd177aa2af4,84.243.45.59,0,False,4,False,"{'num_transactions': 1361, 'total_amount': 36160814.562826246, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1343260.860268002}",False,U003,2000000001
TX_d381a0ef,4111222233334441,2024-09-30 04:11:14.601714+00:00,Gas,local,Truck Stop,179.59,EUR,France,Unknown City,medium,Basic Credit,False,Safari,web,c4f20b7d881eee0ec23137efd822f799,212.34.194.121,0,False,4,False,"{'num_transactions': 80, 'total_amount': 1230948.1230676975, 'unique_merchants': 57, 'unique_countries': 8, 'max_single_amount': 416391.98018127575}",False,U001,1000000001
TX_8fb5e48c,4111222233334441,2024-09-30 04:47:46.460412+00:00,Gas,local,Local Gas Station,1291.48,EUR,France,Unknown City,medium,Basic Credit,False,Chrome,web,78359f61f9b1e1e3ab56032d41e5bfc0,117.90.22.81,0,False,4,False,"{'num_transactions': 269, 'total_amount': 5517604.155184075, 'unique_merchants': 95, 'unique_countries': 11, 'max_single_amount': 958767.2088431919}",True,U001,1000000001
TX_8f74459c,4555222233334444,2024-09-30 05:34:37.446578+00:00,Gas,major,Shell,374.17,AUD,Australia,Unknown City,medium,Basic Debit,False,iOS App,mobile,b04ba58fd482879dd21ad60557276230,65.41.37.203,0,False,5,False,"{'num_transactions': 623, 'total_amount': 10495204.74436168, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 838363.0412243793}",False,U004,3000000001
TX_40f92a46,4111222233334442,2024-09-30 05:32:41.609902+00:00,Education,supplies,Chegg,717.71,AUD,Australia,Unknown City,medium,Platinum Credit,False,Firefox,web,f1f60a87e176405ab9ceab55f85a4e32,154.28.213.138,0,False,5,False,"{'num_transactions': 142, 'total_amount': 1083456.0654658896, 'unique_merchants': 75, 'unique_countries': 10, 'max_single_amount': 171574.17469138402}",False,U002,1000000002
TX_4c969f0e,6011222233334445,2024-09-30 03:28:10.333557+00:00,Healthcare,medical,Local Hospital,131.38,SGD,Singapore,Unknown City,medium,Basic Debit,False,Chrome,web,f866a3633ffef91e74a8683f39a341f0,43.186.92.93,0,False,3,False,"{'num_transactions': 1355, 'total_amount': 26350881.543958478, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 916412.9779955753}",False,U005,1000000003
TX_e9212a46,5111222233334443,2024-09-30 02:23:07.409366+00:00,Healthcare,pharmacy,DuaneReade,163.73,GBP,UK,Unknown City,medium,Basic Debit,False,Safari,web,c96c99a9ead008d14b30af3f30f21444,76.224.217.208,0,False,2,False,"{'num_transactions': 1311, 'total_amount': 26737888.451205023, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1519171.4217193306}",False,U003,2000000001
TX_339117cb,4111222233334441,2024-09-30 02:05:46.931620+00:00,Education,supplies,Chegg,358.93,SGD,Singapore,Unknown City,medium,Basic Debit,False,Android App,mobile,cfb76c25bc62a5f0d0cd7da45f2bca78,11.67.192.210,0,False,2,False,"{'num_transactions': 1425, 'total_amount': 35237534.76444904, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1581285.1220954815}",False,U001,1000000001
TX_596fea6a,6011222233334445,2024-09-30 03:25:51.225381+00:00,Travel,booking,Airbnb,245812.77,MXN,Mexico,Unknown City,medium,Platinum Credit,False,Safari,web,693b693da08e7a7a99a78d6939eaed14,55.159.50.100,1,True,3,False,"{'num_transactions': 111, 'total_amount': 2057095.660776538, 'unique_merchants': 62, 'unique_countries': 11, 'max_single_amount': 811215.12030836}",True,U005,1000000003
TX_4596511f,4111222233334442,2024-09-30 01:34:57.728278+00:00,Grocery,physical,Whole Foods,49.58,EUR,France,Unknown City,medium,Basic Debit,False,Edge,web,86eb2813b0b626073a977ebeb40f0ce0,54.91.219.45,0,False,1,False,"{'num_transactions': 11, 'total_amount': 542040.9656847841, 'unique_merchants': 10, 'unique_countries': 5, 'max_single_amount': 463483.91248654656}",False,U002,1000000002
TX_242d21d8,5111222233334443,2024-09-30 05:29:08.745185+00:00,Retail,online,Etsy,922.97,USD,USA,Chicago,large,Gold Credit,False,Android App,mobile,441c48673080c2db6141f2002de5de17,146.74.87.57,0,False,5,False,"{'num_transactions': 1028, 'total_amount': 38989622.204020664, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 6170148.466088976}",False,U003,2000000001
TX_292cd99d,4111222233334441,2024-09-30 05:20:50.740409+00:00,Travel,hotels,Sheraton,1651.88,EUR,Germany,Unknown City,medium,Basic Credit,True,Magnetic Stripe,pos,ef3de03be8213682e629c097f016d919,167.37.1.221,1,True,5,False,"{'num_transactions': 1060, 'total_amount': 20501175.502808984, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5775178.525506278}",True,U001,1000000001
TX_faf6ab0c,5111222233334443,2024-09-30 03:52:58.380161+00:00,Travel,transport,Hertz,9057.57,RUB,Russia,Unknown City,medium,Premium Debit,False,Firefox,web,c24c5ee2e792be47d4aa427b0fde137e,175.156.136.54,1,True,3,False,"{'num_transactions': 1170, 'total_amount': 35601416.24635813, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 3229652.9068949083}",True,U003,2000000001
TX_fb2184a9,6011222233334445,2024-09-30 05:18:23.201281+00:00,Travel,hotels,Sheraton,859.42,GBP,UK,Unknown City,medium,Platinum Credit,False,Edge,web,eb6dcc3a12ba159c98936fc8611784c4,147.91.233.110,0,True,5,False,"{'num_transactions': 311, 'total_amount': 8387045.970620869, 'unique_merchants': 95, 'unique_countries': 12, 'max_single_amount': 1918992.492469622}",False,U005,1000000003
TX_bb2b62f5,4111222233334442,2024-09-30 02:38:23.590128+00:00,Education,supplies,Chegg,1333.05,EUR,France,Unknown City,medium,Premium Debit,True,NFC Payment,pos,7f7a721c8f6701f877cae5b1a2fb7668,6.173.26.119,0,False,2,False,"{'num_transactions': 1713, 'total_amount': 46118581.8220318, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3517263.9664198873}",True,U002,1000000002
TX_ab413cff,4111222233334441,2024-09-30 03:36:36.942683+00:00,Retail,online,Etsy,2231.08,CAD,Canada,Unknown City,medium,Platinum Credit,False,Android App,mobile,0c63ec5059496083becd4c5dcdf70a13,146.60.105.81,0,False,3,False,"{'num_transactions': 1641, 'total_amount': 76028768.66163816, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3842950.6394972703}",False,U001,1000000001
TX_480d14c3,5111222233334443,2024-09-30 00:06:18.520704+00:00,Restaurant,fast_food,McDonald's,870.15,BRL,Brazil,Unknown City,medium,Gold Credit,False,Safari,web,91c7d2ee2488e59d53c717ec46b1ddd0,229.142.216.104,0,False,0,False,"{'num_transactions': 903, 'total_amount': 29176320.906877704, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3948323.1719467784}",False,U003,2000000001
TX_1992d6e0,4555222233334444,2024-09-30 03:06:02.072892+00:00,Education,supplies,University Bookstore,2175.14,BRL,Brazil,Unknown City,medium,Premium Debit,False,iOS App,mobile,11f379e5189f2c65a74f8e26fb143041,216.162.93.183,0,False,3,False,"{'num_transactions': 1410, 'total_amount': 39515398.67992042, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 4156629.2284591333}",False,U004,3000000001
TX_6af7e04b,5111222233334443,2024-09-30 03:34:04.994009+00:00,Education,supplies,Chegg,1262.93,GBP,UK,Unknown City,medium,Gold Credit,False,Chrome,web,3e4cbe2b6678600f8abbc0af2419ca4e,4.213.103.239,1,False,3,False,"{'num_transactions': 1336, 'total_amount': 73522358.37671286, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1795463.789538573}",True,U003,2000000001
TX_9dd92376,5111222233334443,2024-09-30 04:16:28.785129+00:00,Retail,online,AliExpress,996.85,SGD,Singapore,Unknown City,medium,Basic Credit,False,Firefox,web,39a1c2a416a7b689a60dead95f052c1b,60.78.83.219,0,False,4,False,"{'num_transactions': 2458, 'total_amount': 87743708.04079999, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3214623.9493372543}",False,U003,2000000001
TX_a8d3fecb,4111222233334441,2024-09-30 04:51:00.073879+00:00,Travel,transport,Lyft,866.72,CAD,Canada,Unknown City,medium,Platinum Credit,False,Chrome,web,b7f767566ed9271737ab8c2aec61a9bd,217.127.49.150,0,True,4,False,"{'num_transactions': 680, 'total_amount': 22957744.23970234, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3778353.536127922}",False,U001,1000000001
TX_4c4cc38c,4555222233334444,2024-09-30 00:13:32.442905+00:00,Retail,online,Wayfair,247757.22,NGN,Nigeria,Unknown City,medium,Gold Credit,False,Safari,web,a5a55369260e159351741fdd39a0762f,91.87.4.117,0,False,0,False,"{'num_transactions': 566, 'total_amount': 108875453.84772882, 'unique_merchants': 101, 'unique_countries': 12, 'max_single_amount': 3756709.2894727383}",False,U004,3000000001
TX_25e5a381,5111222233334443,2024-09-30 03:45:04.926342+00:00,Grocery,online,Amazon Fresh,587.93,NGN,Nigeria,Unknown City,medium,Premium Debit,True,NFC Payment,pos,7a9dc7e9364e7fb0d4408af7f06c0dd0,56.190.57.105,1,False,3,False,"{'num_transactions': 732, 'total_amount': 17142655.66583208, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1221876.5507573301}",True,U003,2000000001
TX_3ce26d57,4111222233334442,2024-09-30 00:25:46.654336+00:00,Restaurant,casual,Applebee's,107.16,GBP,UK,Unknown City,medium,Basic Credit,False,Firefox,web,c8e80c1f9c9a35838b9f4cea4d0f9787,92.171.201.148,1,False,0,False,"{'num_transactions': 896, 'total_amount': 23858327.564050302, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3885724.9477357287}",False,U002,1000000002
TX_df766938,4111222233334441,2024-09-30 03:00:29.538181+00:00,Restaurant,casual,Red Lobster,36668.35,RUB,Russia,Unknown City,medium,Platinum Credit,False,Firefox,web,b3f1b36226f1ea3feec3568da11307e1,124.89.63.240,1,False,3,False,"{'num_transactions': 244, 'total_amount': 7883273.934797762, 'unique_merchants': 92, 'unique_countries': 12, 'max_single_amount': 1280086.1313722401}",True,U001,1000000001
TX_5f9439cb,4111222233334441,2024-09-30 04:01:56.382108+00:00,Grocery,physical,Whole Foods,18421.17,RUB,Russia,Unknown City,medium,Basic Credit,False,Firefox,web,41cd3a9843fbf9c72389c1c33163ad90,126.156.30.100,0,False,4,False,"{'num_transactions': 819, 'total_amount': 36611852.08589155, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 2586587.237576306}",False,U001,1000000001
TX_0441e173,4111222233334441,2024-09-30 05:47:54.606192+00:00,Entertainment,events,StubHub,538.26,AUD,Australia,Unknown City,medium,Premium Debit,False,Firefox,web,9b6458c094175c931e8a38922b5d3ec7,143.179.208.16,0,True,5,False,"{'num_transactions': 101, 'total_amount': 1078317.430696368, 'unique_merchants': 62, 'unique_countries': 11, 'max_single_amount': 218044.48288355532}",False,U001,1000000001
TX_787171c2,4111222233334442,2024-09-30 03:39:17.514793+00:00,Entertainment,streaming,HBO Max,6923.54,RUB,Russia,Unknown City,medium,Premium Debit,False,Android App,mobile,977f12bce26cd2997d16105d08003fce,107.46.121.163,1,True,3,False,"{'num_transactions': 571, 'total_amount': 93902749.77596258, 'unique_merchants': 104, 'unique_countries': 12, 'max_single_amount': 1120465.034494024}",True,U002,1000000002
TX_39f96063,6011222233334445,2024-09-30 05:30:54.425434+00:00,Healthcare,medical,Lab Corp,228.33,GBP,UK,Unknown City,medium,Basic Credit,False,Android App,mobile,d87cb0f39309ef0f31b4bc8cdfa1db8e,108.153.157.34,0,False,5,False,"{'num_transactions': 297, 'total_amount': 14526342.826724797, 'unique_merchants': 93, 'unique_countries': 12, 'max_single_amount': 3205063.7555240085}",False,U005,1000000003
TX_5e2ae82d,4555222233334444,2024-09-30 02:27:49.067529+00:00,Gas,local,Highway Gas Stop,15.73,BRL,Brazil,Unknown City,medium,Premium Debit,True,Magnetic Stripe,pos,ba5c69d967e915cb4678913e18d552b9,167.24.155.67,1,False,2,False,"{'num_transactions': 1268, 'total_amount': 38572877.19091738, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 5251799.904517859}",True,U004,3000000001
TX_ed38f7d2,4111222233334442,2024-09-30 00:22:12.660036+00:00,Education,online,Coursera,910.95,CAD,Canada,Unknown City,medium,Platinum Credit,False,Edge,web,fe4318837601d94cd093bb93330737b4,167.246.55.93,1,False,0,False,"{'num_transactions': 826, 'total_amount': 38919448.49911735, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 3840273.625931646}",False,U002,1000000002
TX_c69aaa79,4555222233334444,2024-09-30 04:36:50.995376+00:00,Healthcare,medical,Medical Center,37988.04,MXN,Mexico,Unknown City,medium,Premium Debit,False,Chrome,web,bc85695f2e5b204b23daed4988391787,113.114.182.215,0,False,4,False,"{'num_transactions': 971, 'total_amount': 29717168.077626083, 'unique_merchants': 105, 'unique_countries': 12, 'max_single_amount': 1668386.1137311694}",True,U004,3000000001
TX_83e0cdbf,5111222233334443,2024-09-30 02:24:38.158015+00:00,Gas,major,Texaco,1001733.68,NGN,Nigeria,Unknown City,medium,Basic Debit,True,NFC Payment,pos,9c6cc7330ed550ad274f949c04d31c69,224.193.254.178,1,False,2,False,"{'num_transactions': 445, 'total_amount': 13080550.913022017, 'unique_merchants': 103, 'unique_countries': 12, 'max_single_amount': 1012061.7023759463}",True,U003,2000000001
